Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Jan Morforth,Manuka Honey Choco,New Zealand,29-May-24,2565,135,Delivered
Gigi Bohling,Baker's Choco Chips,India,29-May-24,8505,501,Delivered
Van Tuxwell,Smooth Silky Salty,India,29-May-24,6635.25,553,Delivered
Marney O'Breen,Choco Coated Almonds,Australia,29-May-24,438.75,32,Delivered
Brien Boise,99% Dark & Pure,India,29-May-24,1284.75,59,Delivered
Kaine Padly,70% Dark Bites,Australia,30-May-24,5127.75,285,Delivered
Gunar Cockshoot,Spicy Special Slims,New Zealand,30-May-24,3701.25,247,Delivered
Rafaelita Blaksland,Almond Choco,USA,30-May-24,7861.5,715,Delivered
Gunar Cockshoot,Choco Coated Almonds,New Zealand,30-May-24,2754,184,Delivered
Brien Boise,Mint Chip Choco,UK,30-May-24,459,46,Delivered
Gunar Cockshoot,50% Dark Bites,UK,30-May-24,2421,143,Delivered
Jehu Rudeforth,Choco Coated Almonds,India,30-May-24,8066.25,734,Cancelled
Oby Sorrel,Baker's Choco Chips,India,30-May-24,8759.25,438,Delivered
Gunar Cockshoot,Peanut Butter Cubes,New Zealand,30-May-24,7843.5,342,Delivered
Kelci Walkden,Organic Choco Syrup,Canada,30-May-24,1901.25,96,Delivered
Dotty Strutley,Drinking Coco,Australia,30-May-24,6480,720,Delivered
Madelene Upcott,Smooth Silky Salty,New Zealand,30-May-24,6660,606,Delivered
Barr Faughny,Fruit & Nut Bars,India,30-May-24,702,30,Delivered
Wilone O'Kielt,Raspberry Choco,Canada,30-May-24,792,80,Delivered
Dotty Strutley,Mint Chip Choco,Australia,30-May-24,1903.5,191,Delivered
Beverie Moffet,99% Dark & Pure,India,31-May-24,5238,262,Delivered
Roddy Speechley,Smooth Silky Salty,UK,31-May-24,2002.5,201,Delivered
Gigi Bohling,Eclairs,USA,31-May-24,1320.75,58,Delivered
Husein Augar,Spicy Special Slims,Canada,31-May-24,10156.5,598,Delivered
Gunar Cockshoot,Manuka Honey Choco,UK,31-May-24,879.75,42,Delivered
Oby Sorrel,Eclairs,Australia,31-May-24,9974.25,499,Delivered
Kelci Walkden,Baker's Choco Chips,UK,03-Jun-24,13221,696,Delivered
Mallorie Waber,Manuka Honey Choco,USA,03-Jun-24,13432.5,611,Delivered
Andria Kimpton,Caramel Stuffed Bars,Australia,03-Jun-24,21874.5,1094,Cancelled
Curtice Advani,Smooth Silky Salty,India,03-Jun-24,17086.5,1709,Delivered
Dennison Crosswaite,Milk Bars,India,03-Jun-24,499.5,28,Delivered
Jehu Rudeforth,50% Dark Bites,UK,03-Jun-24,2745,138,Delivered
Wilone O'Kielt,Baker's Choco Chips,Australia,03-Jun-24,6381,426,Delivered
Beverie Moffet,After Nines,UK,03-Jun-24,8268.75,827,Delivered
Curtice Advani,Eclairs,Australia,03-Jun-24,688.5,35,Delivered
Wilone O'Kielt,70% Dark Bites,India,03-Jun-24,1698.75,114,Delivered
Roddy Speechley,70% Dark Bites,Australia,03-Jun-24,7953.75,531,Delivered
Ches Bonnell,Raspberry Choco,USA,03-Jun-24,6052.5,606,Delivered
Brien Boise,Drinking Coco,USA,03-Jun-24,5375.25,489,Delivered
Dotty Strutley,85% Dark Bars,Canada,03-Jun-24,5186.25,208,Delivered
Kelci Walkden,Baker's Choco Chips,USA,03-Jun-24,15435,965,Delivered
Roddy Speechley,Baker's Choco Chips,USA,03-Jun-24,3831.75,256,Delivered
Curtice Advani,Raspberry Choco,UK,03-Jun-24,4965.75,710,Delivered
Oby Sorrel,Eclairs,UK,04-Jun-24,5094,232,Delivered
Karlen McCaffrey,Almond Choco,Canada,04-Jun-24,1509.75,151,Delivered
Van Tuxwell,Organic Choco Syrup,Canada,04-Jun-24,12550.5,661,Delivered
Beverie Moffet,85% Dark Bars,Canada,04-Jun-24,12235.5,471,Delivered
Roddy Speechley,Raspberry Choco,UK,04-Jun-24,105.75,11,Delivered
Beverie Moffet,70% Dark Bites,UK,04-Jun-24,4896,258,Delivered
Madelene Upcott,70% Dark Bites,UK,04-Jun-24,4340.25,242,Delivered
Marney O'Breen,Mint Chip Choco,USA,04-Jun-24,29.25,3,Delivered
Barr Faughny,85% Dark Bars,New Zealand,04-Jun-24,14100.75,614,Delivered
Gunar Cockshoot,Choco Coated Almonds,USA,04-Jun-24,4092.75,410,Delivered
Van Tuxwell,Organic Choco Syrup,USA,04-Jun-24,14076,671,Delivered
Husein Augar,Raspberry Choco,India,04-Jun-24,1761.75,221,Delivered
Brien Boise,Mint Chip Choco,India,04-Jun-24,3744,375,Delivered
Brien Boise,Peanut Butter Cubes,UK,04-Jun-24,7170.75,312,Delivered
Gigi Bohling,Spicy Special Slims,USA,05-Jun-24,690.75,44,Delivered
Brien Boise,Peanut Butter Cubes,Canada,05-Jun-24,8057.25,425,Delivered
Husein Augar,Orange Choco,UK,05-Jun-24,4137.75,414,Delivered
Marney O'Breen,70% Dark Bites,UK,05-Jun-24,4970.25,293,Delivered
Mallorie Waber,Peanut Butter Cubes,UK,05-Jun-24,4945.5,248,Delivered
Barr Faughny,White Choc,USA,05-Jun-24,2999.25,150,Delivered
Brien Boise,85% Dark Bars,USA,05-Jun-24,4657.5,203,Delivered
Jehu Rudeforth,Choco Coated Almonds,UK,05-Jun-24,1923.75,193,Delivered
Barr Faughny,50% Dark Bites,New Zealand,05-Jun-24,2637,156,Delivered
Husein Augar,99% Dark & Pure,Canada,05-Jun-24,5832,292,Delivered
Van Tuxwell,99% Dark & Pure,Canada,05-Jun-24,2000.25,91,Delivered
Madelene Upcott,Raspberry Choco,Canada,05-Jun-24,8903.25,891,Delivered
Kelci Walkden,Almond Choco,Australia,06-Jun-24,14166,1574,Delivered
Madelene Upcott,Caramel Stuffed Bars,New Zealand,06-Jun-24,1878.75,90,Delivered
Roddy Speechley,50% Dark Bites,USA,06-Jun-24,2621.25,155,Delivered
Barr Faughny,85% Dark Bars,India,06-Jun-24,1073.25,43,Delivered
Mallorie Waber,Drinking Coco,UK,06-Jun-24,4392,488,Delivered
Dotty Strutley,Choco Coated Almonds,New Zealand,06-Jun-24,1926,176,Delivered
Gigi Bohling,Baker's Choco Chips,India,06-Jun-24,7605,507,Delivered
Marney O'Breen,White Choc,Australia,06-Jun-24,2625.75,115,Cancelled
Andria Kimpton,Choco Coated Almonds,USA,06-Jun-24,8178.75,546,Cancelled
Curtice Advani,Eclairs,New Zealand,06-Jun-24,450,23,Delivered
Ches Bonnell,Choco Coated Almonds,Canada,06-Jun-24,4947.75,330,Delivered
Husein Augar,50% Dark Bites,USA,06-Jun-24,333,16,Delivered
Van Tuxwell,70% Dark Bites,New Zealand,06-Jun-24,7879.5,438,Delivered
Jan Morforth,White Choc,UK,06-Jun-24,6518.25,284,Delivered
Marney O'Breen,Drinking Coco,India,06-Jun-24,4648.5,423,Cancelled
Curtice Advani,Organic Choco Syrup,India,06-Jun-24,4682.25,213,Delivered
Andria Kimpton,85% Dark Bars,USA,06-Jun-24,7335,350,Delivered
Madelene Upcott,Drinking Coco,Australia,06-Jun-24,5019.75,558,Delivered
Dotty Strutley,White Choc,UK,06-Jun-24,3831.75,192,Delivered
Oby Sorrel,Manuka Honey Choco,UK,06-Jun-24,765,41,Delivered
Mallorie Waber,After Nines,Australia,06-Jun-24,6754.5,676,Delivered
Oby Sorrel,Fruit & Nut Bars,India,06-Jun-24,11866.5,516,Delivered
Gigi Bohling,White Choc,Canada,06-Jun-24,5231.25,250,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,06-Jun-24,5143.5,271,Delivered
Gigi Bohling,Organic Choco Syrup,Canada,07-Jun-24,17678.25,842,Delivered
Wilone O'Kielt,Milk Bars,Australia,07-Jun-24,6511.5,311,Delivered
Gunar Cockshoot,Caramel Stuffed Bars,UK,07-Jun-24,7492.5,395,Delivered
Andria Kimpton,Smooth Silky Salty,India,07-Jun-24,11695.5,1671,Delivered
Barr Faughny,Spicy Special Slims,New Zealand,07-Jun-24,7202.25,481,Delivered
Gunar Cockshoot,50% Dark Bites,New Zealand,07-Jun-24,2484,113,Delivered
Roddy Speechley,Choco Coated Almonds,USA,07-Jun-24,3350.25,336,Delivered
Gunar Cockshoot,Milk Bars,Canada,10-Jun-24,1399.5,64,Delivered
Gunar Cockshoot,Raspberry Choco,UK,10-Jun-24,11875.5,1980,Delivered
Kaine Padly,Baker's Choco Chips,Australia,10-Jun-24,2002.5,126,Delivered
Dotty Strutley,Baker's Choco Chips,USA,10-Jun-24,481.5,31,Delivered
Ches Bonnell,Eclairs,USA,10-Jun-24,3827.25,167,Delivered
Kaine Padly,Baker's Choco Chips,USA,10-Jun-24,204.75,11,Delivered
Jehu Rudeforth,Baker's Choco Chips,New Zealand,10-Jun-24,9045,453,Delivered
Dotty Strutley,Eclairs,UK,10-Jun-24,650.25,37,Delivered
Marney O'Breen,99% Dark & Pure,USA,11-Jun-24,6689.25,335,Delivered
Gigi Bohling,Mint Chip Choco,New Zealand,11-Jun-24,3627,260,Delivered
Jehu Rudeforth,50% Dark Bites,UK,11-Jun-24,9812.25,578,Delivered
Husein Augar,Drinking Coco,UK,11-Jun-24,4900.5,613,Delivered
Dennison Crosswaite,85% Dark Bars,USA,11-Jun-24,92.25,5,Delivered
Brien Boise,Choco Coated Almonds,UK,11-Jun-24,270,23,Delivered
Rafaelita Blaksland,After Nines,UK,11-Jun-24,4986,384,Delivered
Brien Boise,Smooth Silky Salty,India,11-Jun-24,9105.75,828,Delivered
Gigi Bohling,Manuka Honey Choco,Australia,11-Jun-24,10793.25,569,Delivered
Brien Boise,Drinking Coco,India,11-Jun-24,5384.25,599,Delivered
Rafaelita Blaksland,85% Dark Bars,USA,11-Jun-24,1165.5,45,Delivered
Kelci Walkden,Baker's Choco Chips,India,11-Jun-24,1064.25,63,Delivered
Ches Bonnell,Drinking Coco,New Zealand,11-Jun-24,5733,522,Delivered
Jan Morforth,70% Dark Bites,Canada,11-Jun-24,2439,129,Delivered
Dennison Crosswaite,70% Dark Bites,India,11-Jun-24,5382,317,Delivered
Barr Faughny,Spicy Special Slims,India,12-Jun-24,2999.25,150,Delivered
Andria Kimpton,Choco Coated Almonds,UK,12-Jun-24,7497,750,Delivered
Dotty Strutley,Milk Bars,UK,12-Jun-24,2520,120,Delivered
Madelene Upcott,Eclairs,New Zealand,12-Jun-24,4736.25,264,Delivered
Curtice Advani,50% Dark Bites,Canada,12-Jun-24,1185.75,57,Delivered
Curtice Advani,70% Dark Bites,Australia,13-Jun-24,7548.75,445,Cancelled
Marney O'Breen,Choco Coated Almonds,UK,13-Jun-24,6180.75,516,Delivered
Karlen McCaffrey,Mint Chip Choco,UK,13-Jun-24,2619,239,Delivered
Barr Faughny,White Choc,USA,13-Jun-24,7553.25,378,Delivered
Rafaelita Blaksland,Raspberry Choco,USA,13-Jun-24,1280.25,257,Delivered
Madelene Upcott,70% Dark Bites,UK,13-Jun-24,6597,440,Delivered
Andria Kimpton,50% Dark Bites,USA,14-Jun-24,3514.5,168,Delivered
Oby Sorrel,50% Dark Bites,UK,14-Jun-24,4605.75,243,Delivered
Brien Boise,Raspberry Choco,Canada,14-Jun-24,2571.75,515,Delivered
Brien Boise,99% Dark & Pure,USA,14-Jun-24,11079,462,Delivered
Kelci Walkden,Spicy Special Slims,UK,14-Jun-24,5908.5,329,Delivered
Dennison Crosswaite,70% Dark Bites,UK,14-Jun-24,6644.25,391,Delivered
Brien Boise,Eclairs,India,14-Jun-24,6536.25,312,Delivered
Brien Boise,Manuka Honey Choco,New Zealand,14-Jun-24,8471.25,446,Delivered
Van Tuxwell,50% Dark Bites,Canada,14-Jun-24,4025.25,202,Delivered
Gigi Bohling,Peanut Butter Cubes,Australia,14-Jun-24,6230.25,297,Delivered
Marney O'Breen,99% Dark & Pure,UK,14-Jun-24,5166,259,Delivered
Van Tuxwell,Organic Choco Syrup,UK,17-Jun-24,8914.5,406,Delivered
Van Tuxwell,Mint Chip Choco,Australia,17-Jun-24,3451.5,346,Delivered
Dennison Crosswaite,Orange Choco,New Zealand,17-Jun-24,9402.75,855,Delivered
Roddy Speechley,50% Dark Bites,UK,17-Jun-24,12492,694,Delivered
Dennison Crosswaite,Orange Choco,India,17-Jun-24,7195.5,1028,Delivered
Barr Faughny,Milk Bars,Canada,17-Jun-24,9281.25,442,Delivered
Barr Faughny,Eclairs,USA,17-Jun-24,3696.75,185,Delivered
Jehu Rudeforth,Organic Choco Syrup,USA,17-Jun-24,5157,272,Delivered
Husein Augar,70% Dark Bites,USA,17-Jun-24,1062,63,Delivered
Wilone O'Kielt,Orange Choco,Canada,17-Jun-24,8934.75,1277,Delivered
Curtice Advani,Eclairs,UK,18-Jun-24,2148.75,103,Delivered
Husein Augar,Organic Choco Syrup,UK,18-Jun-24,15077.25,656,Delivered
Beverie Moffet,Spicy Special Slims,UK,18-Jun-24,4191.75,280,Delivered
Karlen McCaffrey,Eclairs,UK,18-Jun-24,4036.5,202,Delivered
Barr Faughny,Orange Choco,UK,18-Jun-24,4826.25,439,Delivered
Marney O'Breen,Eclairs,UK,18-Jun-24,3154.5,151,Delivered
Gunar Cockshoot,Peanut Butter Cubes,India,18-Jun-24,8093.25,338,Delivered
Kelci Walkden,Manuka Honey Choco,Australia,18-Jun-24,14683.5,816,Delivered
Brien Boise,70% Dark Bites,UK,18-Jun-24,3829.5,213,Delivered
Beverie Moffet,Spicy Special Slims,India,18-Jun-24,5357.25,358,Delivered
Dotty Strutley,Fruit & Nut Bars,UK,19-Jun-24,6167.25,238,Delivered
Brien Boise,70% Dark Bites,UK,19-Jun-24,2101.5,141,Delivered
Gunar Cockshoot,99% Dark & Pure,Australia,19-Jun-24,3120.75,149,Delivered
Wilone O'Kielt,Baker's Choco Chips,Canada,19-Jun-24,2889,161,Delivered
Oby Sorrel,99% Dark & Pure,India,19-Jun-24,3602.25,190,Delivered
Andria Kimpton,Mint Chip Choco,UK,19-Jun-24,3064.5,256,Delivered
Jan Morforth,70% Dark Bites,USA,19-Jun-24,5172.75,345,Delivered
Beverie Moffet,Choco Coated Almonds,UK,19-Jun-24,2844,219,Delivered
Husein Augar,Spicy Special Slims,New Zealand,19-Jun-24,2479.5,166,Delivered
Oby Sorrel,Raspberry Choco,UK,19-Jun-24,2596.5,260,Delivered
Andria Kimpton,Smooth Silky Salty,Australia,19-Jun-24,2506.5,314,Delivered
Van Tuxwell,Eclairs,Canada,19-Jun-24,857.25,41,Delivered
Brien Boise,Organic Choco Syrup,UK,19-Jun-24,758.25,38,Delivered
Gigi Bohling,Spicy Special Slims,India,19-Jun-24,6966,349,Delivered
Roddy Speechley,85% Dark Bars,India,20-Jun-24,4061.25,185,Delivered
Gunar Cockshoot,Manuka Honey Choco,USA,20-Jun-24,9447.75,450,Delivered
Gunar Cockshoot,Smooth Silky Salty,USA,21-Jun-24,8417.25,702,Delivered
Andria Kimpton,Choco Coated Almonds,UK,21-Jun-24,72,5,Delivered
Curtice Advani,Orange Choco,Australia,21-Jun-24,3674.25,335,Delivered
Dotty Strutley,Spicy Special Slims,USA,21-Jun-24,5591.25,329,Delivered
Roddy Speechley,Choco Coated Almonds,New Zealand,21-Jun-24,3993.75,267,Delivered
Beverie Moffet,Manuka Honey Choco,UK,21-Jun-24,5834.25,278,Delivered
Gigi Bohling,Peanut Butter Cubes,Canada,21-Jun-24,8822.25,368,Delivered
Karlen McCaffrey,Eclairs,India,21-Jun-24,9765,425,Delivered
Andria Kimpton,Orange Choco,USA,21-Jun-24,3584.25,359,Delivered
Kaine Padly,Smooth Silky Salty,Australia,21-Jun-24,2162.25,197,Delivered
Barr Faughny,Eclairs,USA,21-Jun-24,9864,494,Delivered
Barr Faughny,Eclairs,UK,21-Jun-24,2580.75,113,Delivered
Barr Faughny,99% Dark & Pure,India,21-Jun-24,1296,65,Delivered
Andria Kimpton,Raspberry Choco,India,21-Jun-24,3611.25,452,Delivered
Roddy Speechley,Manuka Honey Choco,UK,24-Jun-24,6855.75,312,Delivered
Madelene Upcott,Organic Choco Syrup,USA,24-Jun-24,12757.5,672,Delivered
Gigi Bohling,Baker's Choco Chips,UK,24-Jun-24,3861,204,Delivered
Dotty Strutley,Baker's Choco Chips,India,24-Jun-24,7893,465,Delivered
Beverie Moffet,99% Dark & Pure,Australia,24-Jun-24,3831.75,175,Delivered
Jan Morforth,99% Dark & Pure,India,24-Jun-24,4083.75,215,Delivered
Marney O'Breen,Drinking Coco,USA,24-Jun-24,4637.25,357,Delivered
Kelci Walkden,50% Dark Bites,New Zealand,24-Jun-24,1496.25,75,Delivered
Kelci Walkden,Drinking Coco,New Zealand,24-Jun-24,4914,378,Delivered
Oby Sorrel,99% Dark & Pure,USA,25-Jun-24,4540.5,190,Delivered
Kelci Walkden,Mint Chip Choco,Canada,25-Jun-24,5868,652,Delivered
Wilone O'Kielt,Raspberry Choco,USA,25-Jun-24,4131,689,Delivered
Andria Kimpton,70% Dark Bites,USA,25-Jun-24,2022.75,107,Delivered
Wilone O'Kielt,Choco Coated Almonds,UK,25-Jun-24,5571,372,Delivered
Dennison Crosswaite,Choco Coated Almonds,UK,25-Jun-24,9362.25,852,Delivered
Dotty Strutley,White Choc,USA,25-Jun-24,4779,218,Delivered
Madelene Upcott,Mint Chip Choco,India,25-Jun-24,3964.5,397,Cancelled
Rafaelita Blaksland,99% Dark & Pure,Australia,25-Jun-24,5224.5,218,Delivered
Oby Sorrel,Manuka Honey Choco,India,25-Jun-24,3035.25,160,Delivered
Karlen McCaffrey,70% Dark Bites,Canada,25-Jun-24,3075.75,162,Delivered
Beverie Moffet,Orange Choco,USA,25-Jun-24,12633.75,1805,Delivered
Dotty Strutley,After Nines,USA,25-Jun-24,2486.25,208,Delivered
Curtice Advani,99% Dark & Pure,UK,25-Jun-24,7751.25,388,Delivered
Ches Bonnell,99% Dark & Pure,New Zealand,25-Jun-24,4925.25,247,Delivered
Marney O'Breen,Drinking Coco,USA,25-Jun-24,6007.5,501,Delivered
Brien Boise,99% Dark & Pure,India,25-Jun-24,11047.5,527,Delivered
Rafaelita Blaksland,85% Dark Bars,Canada,25-Jun-24,9139.5,416,Delivered
Ches Bonnell,Peanut Butter Cubes,New Zealand,25-Jun-24,7308,366,Delivered
Brien Boise,Mint Chip Choco,New Zealand,26-Jun-24,841.5,61,Delivered
Gunar Cockshoot,Fruit & Nut Bars,New Zealand,26-Jun-24,6196.5,230,Delivered
Jan Morforth,After Nines,UK,26-Jun-24,12858.75,858,Delivered
Roddy Speechley,Spicy Special Slims,USA,26-Jun-24,5271.75,264,Delivered
Dotty Strutley,Drinking Coco,New Zealand,26-Jun-24,5586.75,466,Delivered
Brien Boise,Manuka Honey Choco,USA,26-Jun-24,5404.5,271,Delivered
Curtice Advani,Spicy Special Slims,UK,26-Jun-24,2349,147,Delivered
Jehu Rudeforth,Eclairs,USA,26-Jun-24,2423.25,128,Delivered
Rafaelita Blaksland,Mint Chip Choco,UK,27-Jun-24,2733.75,196,Delivered
Ches Bonnell,Raspberry Choco,UK,27-Jun-24,1811.25,259,Delivered
Gigi Bohling,Baker's Choco Chips,India,27-Jun-24,731.25,37,Delivered
Marney O'Breen,Raspberry Choco,UK,27-Jun-24,2891.25,579,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,27-Jun-24,5971.5,214,Delivered
Barr Faughny,Organic Choco Syrup,Australia,27-Jun-24,10653.75,561,Cancelled
Oby Sorrel,Eclairs,UK,27-Jun-24,7229.25,402,Delivered
Ches Bonnell,Smooth Silky Salty,USA,27-Jun-24,5753.25,524,Delivered
Beverie Moffet,Organic Choco Syrup,USA,27-Jun-24,9789.75,467,Delivered
Brien Boise,70% Dark Bites,Australia,27-Jun-24,7206.75,481,Cancelled
Rafaelita Blaksland,Milk Bars,Canada,27-Jun-24,7578,399,Delivered
Dotty Strutley,White Choc,UK,27-Jun-24,2855.25,143,Delivered
Barr Faughny,Smooth Silky Salty,UK,27-Jun-24,13495.5,1500,Delivered
Gunar Cockshoot,Raspberry Choco,Canada,27-Jun-24,6174,686,Delivered
Husein Augar,Drinking Coco,Australia,27-Jun-24,6167.25,475,Delivered
Ches Bonnell,Mint Chip Choco,UK,27-Jun-24,3714.75,413,Delivered
Andria Kimpton,Orange Choco,UK,27-Jun-24,1107,123,Delivered
Kelci Walkden,99% Dark & Pure,UK,27-Jun-24,5487.75,239,Delivered
Husein Augar,After Nines,New Zealand,28-Jun-24,6259.5,418,Delivered
Madelene Upcott,Spicy Special Slims,UK,28-Jun-24,4131,230,Delivered
Brien Boise,Eclairs,USA,28-Jun-24,362.25,20,Delivered
Dotty Strutley,99% Dark & Pure,UK,28-Jun-24,5044.5,211,Delivered
Brien Boise,Eclairs,Australia,28-Jun-24,6545.25,345,Delivered
Ches Bonnell,Manuka Honey Choco,UK,28-Jun-24,4313.25,188,Delivered
Brien Boise,Organic Choco Syrup,New Zealand,28-Jun-24,4045.5,176,Delivered
Kelci Walkden,Drinking Coco,UK,28-Jun-24,5458.5,455,Delivered
Gunar Cockshoot,Baker's Choco Chips,USA,28-Jun-24,8617.5,454,Delivered
Gigi Bohling,Spicy Special Slims,New Zealand,28-Jun-24,2569.5,129,Delivered
Jan Morforth,Choco Coated Almonds,UK,28-Jun-24,2425.5,243,Delivered
Husein Augar,Raspberry Choco,UK,01-Jul-24,5321.25,1065,Shipped
Brien Boise,85% Dark Bars,USA,01-Jul-24,11263.5,537,Shipped
Madelene Upcott,Raspberry Choco,India,02-Jul-24,7960.5,797,Shipped
Jehu Rudeforth,Spicy Special Slims,UK,02-Jul-24,9270,618,Shipped
Husein Augar,Choco Coated Almonds,UK,02-Jul-24,7348.5,525,Shipped
Gigi Bohling,Baker's Choco Chips,India,02-Jul-24,3654,244,Shipped
Rafaelita Blaksland,Manuka Honey Choco,Canada,02-Jul-24,7083,355,Shipped
Gunar Cockshoot,Mint Chip Choco,New Zealand,02-Jul-24,1395,140,Shipped
Jehu Rudeforth,White Choc,UK,02-Jul-24,2913.75,122,Shipped
Roddy Speechley,Orange Choco,Canada,02-Jul-24,969.75,89,Shipped
Kelci Walkden,Mint Chip Choco,UK,02-Jul-24,2720.25,303,Shipped
Dotty Strutley,Spicy Special Slims,USA,02-Jul-24,1755,98,Shipped
Madelene Upcott,Choco Coated Almonds,Canada,02-Jul-24,9544.5,735,Shipped
Husein Augar,Mint Chip Choco,India,03-Jul-24,1316.25,147,Shipped
Roddy Speechley,Eclairs,UK,03-Jul-24,4389.75,191,Shipped
Dotty Strutley,Drinking Coco,USA,03-Jul-24,5942.25,541,Shipped
Jehu Rudeforth,Fruit & Nut Bars,UK,03-Jul-24,8601.75,308,Shipped
Karlen McCaffrey,99% Dark & Pure,New Zealand,03-Jul-24,3665.25,160,Shipped
Rafaelita Blaksland,Peanut Butter Cubes,USA,03-Jul-24,6221.25,260,Shipped
Van Tuxwell,Organic Choco Syrup,USA,03-Jul-24,6819.75,379,Shipped
Mallorie Waber,Baker's Choco Chips,USA,03-Jul-24,5976,399,Shipped
Gigi Bohling,Smooth Silky Salty,India,03-Jul-24,8014.5,729,Shipped
Oby Sorrel,Orange Choco,India,04-Jul-24,5015.25,558,Shipped
Rafaelita Blaksland,70% Dark Bites,India,04-Jul-24,4479.75,224,Shipped
Marney O'Breen,50% Dark Bites,Canada,04-Jul-24,3174.75,187,Shipped
Wilone O'Kielt,70% Dark Bites,Australia,04-Jul-24,11083.5,693,Shipped
Dotty Strutley,Organic Choco Syrup,UK,04-Jul-24,17601.75,881,Shipped
Ches Bonnell,Organic Choco Syrup,UK,04-Jul-24,7652.25,333,Shipped
Andria Kimpton,Manuka Honey Choco,USA,04-Jul-24,7146,377,Shipped
Barr Faughny,Manuka Honey Choco,USA,04-Jul-24,4736.25,237,Shipped
Husein Augar,Organic Choco Syrup,Australia,04-Jul-24,11173.5,559,Shipped
Marney O'Breen,Baker's Choco Chips,New Zealand,04-Jul-24,9220.5,513,Shipped
Madelene Upcott,Drinking Coco,USA,05-Jul-24,4734,395,Shipped
Brien Boise,After Nines,UK,05-Jul-24,4554,380,Shipped
Rafaelita Blaksland,Caramel Stuffed Bars,New Zealand,05-Jul-24,9560.25,532,Shipped
Brien Boise,Fruit & Nut Bars,New Zealand,05-Jul-24,4839.75,187,Cancelled
Madelene Upcott,Smooth Silky Salty,New Zealand,05-Jul-24,6898.5,575,Cancelled
Barr Faughny,70% Dark Bites,USA,05-Jul-24,1919.25,102,Shipped
Barr Faughny,Organic Choco Syrup,Australia,05-Jul-24,13380.75,705,Shipped
Roddy Speechley,85% Dark Bars,New Zealand,05-Jul-24,1559.25,60,Shipped
Marney O'Breen,Organic Choco Syrup,USA,05-Jul-24,6502.5,362,Shipped
Curtice Advani,50% Dark Bites,Canada,05-Jul-24,1019.25,47,Shipped
Jan Morforth,50% Dark Bites,Australia,05-Jul-24,7866,394,Shipped
Kelci Walkden,Baker's Choco Chips,India,05-Jul-24,5832,365,Cancelled
Roddy Speechley,Manuka Honey Choco,Canada,05-Jul-24,14348.25,798,Shipped
Marney O'Breen,Mint Chip Choco,New Zealand,05-Jul-24,735.75,62,Shipped
Brien Boise,Fruit & Nut Bars,UK,08-Jul-24,7607.25,317,Shipped
Curtice Advani,Peanut Butter Cubes,Australia,08-Jul-24,6446.25,340,Shipped
Roddy Speechley,Caramel Stuffed Bars,UK,08-Jul-24,5024.25,280,Shipped
Jan Morforth,Choco Coated Almonds,UK,08-Jul-24,5706,571,Shipped
Brien Boise,Organic Choco Syrup,UK,08-Jul-24,506.25,25,Shipped
Marney O'Breen,99% Dark & Pure,India,08-Jul-24,3123,136,Shipped
Van Tuxwell,Smooth Silky Salty,UK,08-Jul-24,12053.25,1722,Shipped
Rafaelita Blaksland,Manuka Honey Choco,USA,08-Jul-24,3514.5,176,Cancelled
Karlen McCaffrey,99% Dark & Pure,USA,08-Jul-24,5568.75,233,Shipped
Kelci Walkden,Smooth Silky Salty,UK,09-Jul-24,3370.5,422,Shipped
Camilla Castle,99% Dark & Pure,Australia,09-Jul-24,4857.75,203,Shipped
Beverie Moffet,Spicy Special Slims,Australia,09-Jul-24,7789.5,410,Shipped
Andria Kimpton,Organic Choco Syrup,UK,09-Jul-24,5391,270,Shipped
Gigi Bohling,Raspberry Choco,India,09-Jul-24,12512.25,2503,Shipped
Husein Augar,Drinking Coco,New Zealand,09-Jul-24,4932,380,Shipped
Brien Boise,Drinking Coco,Canada,09-Jul-24,6313.5,790,Shipped
Roddy Speechley,Drinking Coco,India,09-Jul-24,5985,499,Shipped
Madelene Upcott,Eclairs,USA,09-Jul-24,10334.25,470,Shipped
Barr Faughny,Raspberry Choco,Canada,09-Jul-24,3309.75,552,Shipped
Marney O'Breen,Raspberry Choco,New Zealand,09-Jul-24,3969,397,Shipped
Gigi Bohling,Orange Choco,UK,10-Jul-24,3838.5,349,Shipped
Madelene Upcott,50% Dark Bites,India,10-Jul-24,9749.25,488,Shipped
Brien Boise,Baker's Choco Chips,UK,10-Jul-24,12939.75,863,Cancelled
Roddy Speechley,Raspberry Choco,Australia,10-Jul-24,4774.5,796,Shipped
Dennison Crosswaite,Eclairs,USA,10-Jul-24,2479.5,113,Shipped
Beverie Moffet,Choco Coated Almonds,Canada,10-Jul-24,1725.75,133,Shipped
Ches Bonnell,Peanut Butter Cubes,USA,10-Jul-24,4198.5,210,Shipped
Jehu Rudeforth,Peanut Butter Cubes,Canada,10-Jul-24,5220,249,Shipped
Dotty Strutley,Orange Choco,India,10-Jul-24,614.25,103,Shipped
Gunar Cockshoot,Mint Chip Choco,UK,10-Jul-24,2889,207,Shipped
Brien Boise,Eclairs,India,11-Jul-24,4536,216,Shipped
Husein Augar,Choco Coated Almonds,Australia,11-Jul-24,6970.5,465,Shipped
Barr Faughny,Orange Choco,USA,12-Jul-24,2515.5,229,Shipped
